REPORTING YEAR,INSTITUTION OR ORGANIZATION,TYPE OF INSTITUTION OR ORGANIZATION,CITY,STATE,CREDIT CARD ISSUER,STATUS,IN EFFECT AS OF BEGINNING OF NEXT YEAR,TOTAL OPEN ACCOUNTS AS OF END OF REPORTING YEAR,PAYMENTS BY ISSUER,NEW ACCOUNTS OPENED IN REPORTING YEAR
2010,Worcester State College,University,Worcester,MA,"FIA Card Services, N.A.",Same,Yes,362,4874.65,-
2010,University of the Pacific,University,Stockton,CA,"FIA Card Services, N.A.",Same,Yes,289,4826.64,6
2010,Bryn Mawr College Alumnae Association,Alumni Association,Bryn Mawr,PA,"FIA Card Services, N.A.",Same,Yes,456,4823.05,19
2010,Phi Sigma Pi,Other,Lancaster,PA,"FIA Card Services, N.A.",Same,Yes,340,4820.27,14
2010,Association of Information Technology Professionals,Other,Park Ridge,IL,"FIA Card Services, N.A.",Same,Yes,615,4807.78,-
2010,Pennsylvania College of Optometry,University,Philadelphia,PA,"FIA Card Services, N.A.",Amended,No,103,4804.88,-
2010,Goshen College,University,Goshen,IN,"FIA Card Services, N.A.",Amended,No,280,4804.24,-
2010,Javelina Alumni Association,Alumni Association,Kingsville,TX,"FIA Card Services, N.A.",Same,Yes,311,4798.09,11
2010,"University of North Florida Foundation, Inc.",Foundation,Jacksonville,FL,U.S. Bank National Association ND,Same,Yes,603,4797.12,92
2010,Florida Institute of Technology Alumni Association,Alumni Association,Melbourne,FL,U.S. Bank National Association ND,Same,Yes,361,4788.51,34
2010,American Society for Microbiology,Other,Washington,DC,"FIA Card Services, N.A.",Same,Yes,448,4782.56,6
2010,"Zeta Beta Tau Fraternity, Inc.",Other,Indianapolis,IN,"FIA Card Services, N.A.",Amended,Yes,284,4718.23,-
2010,Lamar University Alumni Association,Alumni Association,Beaumont,TX,"FIA Card Services, N.A.",Amended,No,414,4713.56,-
2010,Widener University School of Law,University,Chester,DE,"FIA Card Services, N.A.",Same,Yes,164,4673.14,-
2010,Cedar Crest College Alumnae Association,Alumni Association,Allentown,PA,"FIA Card Services, N.A.",Amended,No,286,4665.74,5
2010,Hampton University,University,Hampton,VA,"FIA Card Services, N.A.",Amended,No,282,4648.91,8
2010,Shorter College Alumni Association,Alumni Association,Rome,GA,"FIA Card Services, N.A.",Same,Yes,247,4580.09,3
2010,Maryville College,University,Maryville,TN,"FIA Card Services, N.A.",Amended,No,170,4560.85,-
2010,President and Trustees of the Spring Hill College of the County of Mobile,University,Mobile,AL,"FIA Card Services, N.A.",Amended,No,239,4556.05,1
2010,Theta Tau,Other,Austin,TX,"FIA Card Services, N.A.",Same,Yes,227,4546.58,10
2010,Austin College,University,Sherman,TX,"FIA Card Services, N.A.",Amended,No,334,4523.67,-
2010,St. Norbert College,University,De Pere,WI,"FIA Card Services, N.A.",Amended,Yes,470,4516.74,-
2010,Spring Arbor University,University,Spring Arbor,MI,"FIA Card Services, N.A.",Same,Yes,228,4424.83,8
2010,Sigma Beta Delta,Other,St. Louis,MO,"FIA Card Services, N.A.",Amended,Yes,384,4412.91,17
2010,Wilmington College,University,Wilmington,OH,"FIA Card Services, N.A.",Amended,Yes,243,4377.79,2
2010,Arkansas Tech University Alumni Association,Alumni Association,Russellville,AR,"FIA Card Services, N.A.",Same,Yes,337,4333.7,-
2010,Manhattanville College,University,Purchase,NY,"FIA Card Services, N.A.",Same,Yes,192,4323.53,-
2010,University of North Alabama National Alumni Association,Alumni Association,Florence,AL,U.S. Bank National Association ND,Same,Yes,325,4321.76,64
2010,University of Massachusetts-Dartmouth Alumni Association,Alumni Association,North Dartmouth,MA,U.S. Bank National Association ND,Same,Yes,526,4263.75,95
2010,NACE International,Other,Houston,TX,"FIA Card Services, N.A.",Amended,Yes,398,4239.01,-
2010,Alabama A&M University Alumni Association,Alumni Association,Normal,AL,"FIA Card Services, N.A.",Same,Yes,228,4232.1,-
2010,Fort Lewis College Alumni Association,Alumni Association,Durango,CO,"FIA Card Services, N.A.",Amended,No,479,4231.15,3
2010,Alverno College,University,Milwaukee,WI,"FIA Card Services, N.A.",Same,Yes,334,4200.71,6
2010,Alumni Associationof the University of West Alabama,Alumni Association,Livingston,AL,"FIA Card Services, N.A.",Same,Yes,150,4131.26,1
2010,"Sigma Nu Fraternity, Inc.",Other,Lexington,VA,"FIA Card Services, N.A.",Amended,Yes,251,4128.44,-
2010,"Alfred State Alumni Association, Inc.",Alumni Association,Alfred,NY,"FIA Card Services, N.A.",Same,Yes,347,4110.67,20
2010,College of St. Scholastica,University,Duluth,MN,"FIA Card Services, N.A.",Same,Yes,388,4102.28,10
2010,Campbellsville University,University,Campbellsville,KY,"FIA Card Services, N.A.",Same,Yes,234,4080.7,-
2010,Arcadia University,University,Glenside,PA,"FIA Card Services, N.A.",Same,Yes,399,4026.46,5
2010,Albany Law School,University,Albany,NY,"FIA Card Services, N.A.",Same,Yes,121,4024.85,1
2010,"Regents of the University of Colorado, a Body Corporate",University,Boulder,CO,Elevations Credit Union,Same,Yes,2053,3950,145
2010,Midwestern State University Ex-Students Association,Alumni Association,Wichita Falls,TX,"FIA Card Services, N.A.",Amended,No,312,3938.11,-
2010,Louisiana State University Shreveport Alumni Association,Alumni Association,Shreveport,LA,"FIA Card Services, N.A.",Same,Yes,271,3933.02,1
2010,Independent University Alumni Associationat Lowell,Alumni Association,Lowell,MA,"FIA Card Services, N.A.",Amended,Yes,205,3931.39,-
2010,Delta Upsilon International Fraternity,Other,Indianapolis,IN,"FIA Card Services, N.A.",Same,Yes,414,3780.26,23
2010,Texas A&M University-Corpus Christi Alumni Association,Alumni Association,Corpus Christi,TX,"FIA Card Services, N.A.",Same,Yes,642,3741.71,3
2010,Chadron State Foundation,Foundation,Chadron,NE,"FIA Card Services, N.A.",Same,Yes,382,3706.37,5
2010,Northern Kentucky University Foundation,Foundation,Highland Heights,KY,U.S. Bank National Association ND,Same,Yes,358,3696.58,63
2010,University of St. Thomas,University,Houston,TX,"FIA Card Services, N.A.",Same,Yes,412,3666.25,1
2010,Elmhurst College Alumni Association,Alumni Association,Elmhurst,IL,U.S. Bank National Association ND,Same,Yes,266,3627.86,45
2010,Monmouth College,University,Monmouth,IL,"FIA Card Services, N.A.",Amended,Yes,302,3567.22,-
2010,"PanIIT, Inc.",Other,Cupertino,CA,"FIA Card Services, N.A.",Amended,No,237,3559.84,5
2010,Willamette University,University,Salem,OR,"FIA Card Services, N.A.",Amended,No,311,3535.64,1
2010,Delta Phi Epsilon Sorority,Other,Maryland Heights,MO,"FIA Card Services, N.A.",Same,Yes,365,3507.04,27
2010,Dominican University,University,River Forest,IL,"FIA Card Services, N.A.",Same,Yes,277,3469.19,4
2010,"New Mexico Military Institute Alumni Association, Inc.",Alumni Association,Roswell,NM,"FIA Card Services, N.A.",Amended,Yes,288,3457.88,1
2010,"Alumni Associationof the State University of New York Agricultural and Technical College at Farmingdale, Inc.",Alumni Association,Farmingdale,NY,"FIA Card Services, N.A.",Same,Yes,367,3438.71,-
2010,University of the Arts,University,Philadelphia,PA,"FIA Card Services, N.A.",Same,Yes,264,3436.11,1
2010,College Misericordia,University,Dallas,PA,"FIA Card Services, N.A.",Amended,No,278,3434.62,2
2010,University of Nebraska at Kearney Alumni Association,Alumni Association,Kearney,NE,"FIA Card Services, N.A.",Same,Yes,298,3426.59,25
2010,Colegio de Farmaceuticos de Puerto Rico,University,San Juan,PR,"FIA Card Services, N.A.",Amended,Yes,320,3411.27,4
2010,Hood College,University,Frederick,MD,"FIA Card Services, N.A.",Same,Yes,259,3405.53,5
2010,Alumni Associationof Winthrop University,Alumni Association,Rock Hill,SC,"FIA Card Services, N.A.",Same,Yes,326,3380.3,12
2010,Franklin Pierce College,University,Rindge,NH,"FIA Card Services, N.A.",Same,Yes,272,3370.23,3
2010,Goldey Beacom College,University,Wilmington,DE,"FIA Card Services, N.A.",Same,Yes,240,3351.99,-
2010,University of Wisconsin-Stevens Point Alumni Association and Foundation,"Alumni Association, Foundation",Stevens Point,WI,U.S. Bank National Association ND,Same,Yes,376,3348.45,86
2010,"Herbert H. Lehman College Foundation, Inc.",Foundation,Bronx,NY,"FIA Card Services, N.A.",Same,Yes,289,3343.21,24
2010,Morrisville College Foundation,Foundation,Morrisville,NY,"FIA Card Services, N.A.",Amended,Yes,286,3321.97,1
2010,Westminster College,University,Fulton,MO,"FIA Card Services, N.A.",Amended,No,178,3311.17,-
2010,St. Ambrose University,University,Davenport,IA,"FIA Card Services, N.A.",Same,Yes,234,3288.68,7
2010,New York Medical College Alumni Association,Alumni Association,Valhalla,NY,"FIA Card Services, N.A.",Same,Yes,93,3284.06,20
2010,New Jersey City University Foundation,Foundation,Jersey City,NJ,"FIA Card Services, N.A.",Amended,No,712,3268.15,2
2010,Mercyhurst College,University,Erie,PA,"FIA Card Services, N.A.",Same,Yes,367,3246.28,7
2010,Blackburn College,University,Carlinville,IL,"FIA Card Services, N.A.",Same,Yes,263,3244.66,1
2010,NLN Foundation for Nursing Education,Foundation,New York,NY,"FIA Card Services, N.A.",Same,Yes,196,3244.38,1
2010,Saint Joseph's College,University,Rensselaer,IN,"FIA Card Services, N.A.",Amended,Yes,368,3217.57,4
2010,Utica College,University,Utica,NY,"FIA Card Services, N.A.",Amended,No,205,3205.39,8
2010,Regis College,University,Weston,MA,"FIA Card Services, N.A.",Same,Yes,299,3202.97,1
2010,Florida Southern College,University,Lakeland,FL,"FIA Card Services, N.A.",Same,Yes,223,3175.67,6
2010,Lebanon Valley College,University,Annville,PA,"FIA Card Services, N.A.",Amended,No,349,3167.84,1
2010,Carthage College,University,Kenosha,WI,"FIA Card Services, N.A.",Amended,Yes,233,3129.37,8
2010,"Alpha Kappa Psi Fraternity, Inc.",Other,Indianapolis,IN,U.S. Bank National Association ND,Same,Yes,295,3112.3,68
2010,Hamline University,University,Saint Paul,MN,"FIA Card Services, N.A.",Same,Yes,367,3104.1,1
2010,Bemidji State University Alumni Association,Alumni Association,Bemidji,MN,U.S. Bank National Association ND,Same,Yes,301,3081.64,59
2010,Bellarmine College,University,Louisville,KY,"FIA Card Services, N.A.",Same,Yes,153,3078.27,15
2010,Delta Sigma Delta,Other,Dousman,WI,"FIA Card Services, N.A.",Amended,Yes,147,3037.5,-
2010,Hawaii Pacific University,University,Honolulu,HI,"FIA Card Services, N.A.",Same,Yes,263,3032.04,-
2010,Catawba College,University,Salisbury,NC,"FIA Card Services, N.A.",Same,Yes,308,3004.97,5
2010,North Dakota State University Alumni Association,Alumni Association,Fargo,ND,"FIA Card Services, N.A.",Same,Yes,321,3000,52
2010,Houston Baptist University,University,Houston,TX,"FIA Card Services, N.A.",Amended,Yes,310,2979.07,1
2010,York College of Pennsylvania,University,York,PA,"FIA Card Services, N.A.",Same,Yes,334,2958.53,-
2010,New England School of Law,University,Boston,MA,"FIA Card Services, N.A.",Amended,No,94,2946.74,-
2010,Alumnae Association of Wilson College,Alumni Association,Chambersburg,PA,"FIA Card Services, N.A.",Same,Yes,230,2946.23,-
2010,Alumni AssociationSchool of Medicine of Loma Linda University,Alumni Association,Loma Linda,CA,"FIA Card Services, N.A.",Same,Yes,172,2944.53,-
2010,Pennsylvania Pharmacists Association,Other,Harrisburg,PA,"FIA Card Services, N.A.",Same,Yes,236,2939.44,12
2010,Eastern Oregon University,University,La Grande,OR,"FIA Card Services, N.A.",Amended,No,226,2938.65,-
2010,Howard Payne University Alumni Association,Alumni Association,Brownwood,TX,"FIA Card Services, N.A.",Same,Yes,288,2929.4,-
2010,Kappa Delta Rho Fraternity,Other,Greensburg,PA,"FIA Card Services, N.A.",Same,Yes,186,2892.52,7
2010,Elon University,University,Elon,NC,"FIA Card Services, N.A.",Same,Yes,317,2887.94,7
2010,Quincy University,University,Quincy,IL,"FIA Card Services, N.A.",Same,Yes,160,2884.27,-
2010,American Society of Women Accountants,Other,Memphis,TN,"FIA Card Services, N.A.",Same,Yes,269,2880.9,-
2010,University of the Incarnate Word,University,San Antonio,TX,"FIA Card Services, N.A.",Amended,Yes,331,2879.76,3
2010,"Chi Phi Fraternity, Inc.",Other,Suwanee,GA,"FIA Card Services, N.A.",Amended,Yes,219,2862.1,2
2010,Springfield College,University,Springfield,MA,"FIA Card Services, N.A.",Amended,No,367,2856.42,-
2010,"Pi Sigma Epsilon, Inc.",Other,Hartland,WI,"FIA Card Services, N.A.",Same,Yes,184,2839.57,6
2010,Butte College Foundation,Foundation,Oroville,CA,U.S. Bank National Association ND,Same,Yes,546,2837.8,157
2010,Emerson College,University,Boston,MA,"FIA Card Services, N.A.",Same,Yes,387,2837.55,-
2010,Mary Baldwin College,University,Staunton,VA,"FIA Card Services, N.A.",Same,Yes,260,2836.86,7
2010,Alabama State University,University,Montgomery,AL,"FIA Card Services, N.A.",Same,Yes,261,2830.25,-
2010,Houghton College,University,Houghton,NY,"FIA Card Services, N.A.",Same,No,223,2826.74,-
2010,Saint Francis University,University,Loretto,PA,"FIA Card Services, N.A.",Same,No,336,2813.48,-
2010,Mount Saint Mary's College,University,Los Angeles,CA,"FIA Card Services, N.A.",Same,No,340,2810.68,2
2010,American College,University,Bryn Mawr,PA,"FIA Card Services, N.A.",Amended,No,225,2806.7,-
2010,Winona State University Alumni Association,Alumni Association,Winona,MN,U.S. Bank National Association ND,Same,No,329,2800.84,24
2010,College of St. Rose,University,Albany,NY,"FIA Card Services, N.A.",Amended,Yes,356,2775.29,3
2010,Alpha Sigma Tau,Other,Birmingham,AL,"FIA Card Services, N.A.",Same,Yes,252,2767.84,7
2010,Parker School for Professional Success,University,Dallas,TX,"FIA Card Services, N.A.",Same,No,448,2746.38,-
2010,Plymouth State University Alumni Association,Alumni Association,Plymouth,NH,"FIA Card Services, N.A.",Same,Yes,403,2739.77,-
2010,William Jewell College,University,Liberty ,MO,UMB Bank,Same,Yes,201,2721.27,-
2010,Biola University,University,La Mirada,CA,"FIA Card Services, N.A.",Same,Yes,190,2715.63,1
2010,North Carolina Central University Alumni Association,Alumni Association,Durham,NC,"FIA Card Services, N.A.",Same,Yes,250,2705.2,10
2010,Sigma Alpha Mu Fraternity,Other,Indianapolis,IN,"FIA Card Services, N.A.",Amended,No,200,2691.64,-
2010,"Delta Kappa Gamma Society, International",Other,Austin,TX,"FIA Card Services, N.A.",Same,Yes,199,2679.71,38
2010,Waynesburg University,University,Waynesburg,PA,"FIA Card Services, N.A.",Same,Yes,260,2631.36,5
2010,Delaware State University Alumni Association,Alumni Association,Dover,DE,"FIA Card Services, N.A.",Same,Yes,224,2621.66,1
2010,Central Bible College,University,Springfield,MO,"FIA Card Services, N.A.",Amended,No,158,2606.7,-
2010,Indiana Wesleyan University,University,Marion,IN,"FIA Card Services, N.A.",Same,No,273,2596.71,1
2010,"Claremont McKenna College Alumni Association, Inc.",Alumni Association,Claremont,CA,"FIA Card Services, N.A.",Amended,No,245,2592.13,4
2010,Minnesota State University Moorhead Alumni Association,Alumni Association,Moorhead,MN,U.S. Bank National Association ND,Same,Yes,357,2575.29,45
2010,"Fairmont State College Alumni Association, Inc.",Alumni Association,Fairmont,WV,"FIA Card Services, N.A.",Amended,No,180,2561.9,-
2010,University of Wisconsin-Parkside Alumni Association,Alumni Association,Kenosha,WI,"FIA Card Services, N.A.",Same,Yes,210,2515.96,5
2010,Delta Theta Phi Law Fraternity,Other,Rocky River,OH,"FIA Card Services, N.A.",Same,Yes,169,2510.9,18
2010,"Alpha Phi Delta Foundation, Inc.",Foundation,Monroeville,PA,"FIA Card Services, N.A.",Same,Yes,161,2502.23,4
2010,"United States Coast Guard Academy Alumni Association, Inc.",Alumni Association,New London,CT,"FIA Card Services, N.A.",Same,Yes,408,2500,2
2010,Associated Alumni of Adams State College,Alumni Association,Alamosa,CO,"FIA Card Services, N.A.",Same,Yes,280,2489.92,-
2010,Eastern Connecticut State University Alumni Association,Alumni Association,Willimantic,CT,"FIA Card Services, N.A.",Same,Yes,178,2482.07,29
2010,Southern Adventist University,University,Collegedale,TN,"FIA Card Services, N.A.",Amended,No,245,2470.88,-
2010,New York Law School Alumni Association,Alumni Association,New York,NY,"FIA Card Services, N.A.",Same,Yes,153,2466.43,-
2010,Fitchburg State College,University,Fitchburg,MA,"FIA Card Services, N.A.",Same,Yes,204,2447.18,15
2010,Washington College,University,Chestertown,MD,"FIA Card Services, N.A.",Amended,No,91,2445.74,-
2010,California Psychological Association,Other,Sacramento,CA,"FIA Card Services, N.A.",Same,Yes,238,2369.26,-
2010,Morehouse College Alumni Association,Alumni Association,Atlanta,GA,"FIA Card Services, N.A.",Amended,No,217,2367.92,2
2010,Delta Kappa Epsilon Fraternity,Other,Washington,DC,"FIA Card Services, N.A.",Amended,No,153,2364,-
2010,University of North Carolina-Pembroke,University,Pembroke,NC,"FIA Card Services, N.A.",Amended,No,156,2361.56,2
2010,Oregon Health Sciences University Alumni Associations,Alumni Association,Portland,OR,"FIA Card Services, N.A.",Amended,No,130,2352.67,-
2010,University of Portland,University,Portland,OR,"FIA Card Services, N.A.",Amended,No,126,2347.23,1
2010,Phi Kappa Sigma International Fraternity,Other,Chester Springs,PA,"FIA Card Services, N.A.",Amended,No,124,2316.05,1
2010,Immaculata College,University,Immaculata,PA,"FIA Card Services, N.A.",Same,Yes,184,2315.84,3
2010,Rose-Hulman Institute of Technology,University,Terre Haute,IN,"FIA Card Services, N.A.",Same,Yes,221,2308.49,5
2010,Carroll College,University,Helena,MT,"FIA Card Services, N.A.",Amended,No,308,2295.9,3
2010,Graceland University,University,Lamoni,IA,"FIA Card Services, N.A.",Amended,No,187,2290,-
2010,Alpha Epsilon Phi Foundation,Foundation,Stamford,CT,"FIA Card Services, N.A.",Amended,No,115,2285.1,-
2010,New Mexico Highlands University Alumni Association,Alumni Association,Las Vegas,NM,"FIA Card Services, N.A.",Same,Yes,213,2282.25,-
2010,Walla Walla College,University,College Place,WA,"FIA Card Services, N.A.",Amended,No,137,2270.99,-
